@relation SourceStateVector

@attribute ANONYMOUS_CLASSDECLARATION numeric
@attribute ARRAY_ACCESS numeric
@attribute ARRAY_CREATION  numeric
@attribute ARRAY_INITIALIZER   numeric
@attribute ARRAY_TYPE numeric
@attribute ASSERT_STATEMENT numeric
@attribute ASSIGNMENT numeric
@attribute BLOCK numeric
@attribute BOOLEAN_LITERAL numeric
@attribute REAK_STATEMENT numeric

@attribute CAST_EXPRESSION numeric
@attribute CATCH_CLAUSE  numeric
@attribute CHARACTER_LITERAL numeric
@attribute CLASS_INSTANCE_CREATION numeric
@attribute COMPILATION_UNIT  numeric
@attribute CONDITIONAL_EXPRESSION numeric
@attribute CONSTRUCTOR_INVOCATION  numeric
@attribute CONTINUE_STATEMENT numeric
@attribute DO_STATEMENT numeric
@attribute EMPTY_STATEMENT  numeric

@attribute EXPRESSION_STATEMENT numeric
@attribute FIELD_ACCESS numeric
@attribute FIELD_DECLARATION numeric
@attribute FOR_STATEMENT  numeric
@attribute IF_STATEMENT numeric
@attribute IMPORT_DECLARATION numeric
@attribute INFIX_EXPRESSION numeric
@attribute INITIALIZER numeric
@attribute JAVADOC numeric
@attribute LABELED_STATEMENT numeric

@attribute METHOD_DECLARATION numeric
@attribute METHOD_INVOCATION numeric
@attribute NULL_LITERAL numeric
@attribute NUMBER_LITERAL numeric
@attribute PACKAGE_DECLARATION numeric
@attribute PARENTHESIZED_EXPRESSION numeric
@attribute POSTFIX_EXPRESSION numeric
@attribute PREFIX_EXPRESSION numeric
@attribute PRIMITIVE_TYPE numeric
@attribute QUALIFIED_NAME numeric

@attribute RETURN_STATEMENT numeric
@attribute SIMPLE_NAME numeric
@attribute SIMPLE_TYPE numeric
@attribute SINGLE_VARIABLE_DECLARATION numeric
@attribute STRING_LITERAL numeric
@attribute SUPER_CONSTRUCTOR_INVOCATION numeric
@attribute SUPER_FIELD_ACCESS numeric

@attribute SUPER_METHOD_INVOCATION numeric
@attribute SWITCH_CASE numeric
@attribute SWITCH_STATEMENT numeric

@attribute SYNCHRONIZED_STATEMENT numeric
@attribute THIS_EXPRESSION numeric
@attribute THROW_STATEMENT numeric
@attribute TRY_STATEMENT numeric
@attribute TYPE_DECLARATION  numeric
@attribute TYPE_DECLARATION_STATEMENT numeric
@attribute TYPE_LITERAL numeric
@attribute VARIABLE_DECLARATION_EXPRESSION numeric
@attribute VARIABLE_DECLARATION_FRAGMENT numeric
@attribute VARIABLE_DECLARATION_STATEMENT numeric

@attribute WHILE_STATEMENT numeric
@attribute INSTANCEOF_EXPRESSION numeric
@attribute LINE_COMMENT numeric
@attribute BLOCK_COMMENT numeric
@attribute TAG_ELEMENT numeric
@attribute TEXT_ELEMENT numeric
@attribute MEMBER_REF numeric
@attribute METHOD_REF numeric
@attribute METHOD_REF_PARAMETER numeric
@attribute ENHANCED_FOR_STATEMENT numeric

@attribute ENUM_DECLARATION numeric
@attribute ENUM_CONSTANT_DECLARATION numeric
@attribute TYPE_PARAMETER numeric
@attribute PARAMETERIZED_TYPE numeric
@attribute QUALIFIED_TYPE numeric
@attribute WILDCARD_TYPE numeric
@attribute NORMAL_ANNOTATION numeric
@attribute MARKER_ANNOTATION numeric
@attribute SINGLE_MEMBER_ANNOTATION numeric
@attribute MEMBER_VALUE_PAIR numeric

@attribute ANNOTATION_TYPE_DECLARATION numeric
@attribute ANNOTATION_TYPE_MEMBER_DECLARATION numeric
@attribute MODIFIER numeric
@attribute UNION_TYPE numeric

@attribute GENERATED {TRUE,FALSE}

@data
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45,0,0,0,0,0,46,0,0,0,0,44,0,0,0,0,44,0,0,47,1,0,44,0,0,0,0,0,0,0,0,0,1,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,43,0,0,0,0,0,44,0,0,0,0,42,1,0,0,0,42,1,0,47,1,0,48,0,0,0,0,0,0,0,0,0,1,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,41,0,0,0,0,39,1,0,0,0,39,0,0,43,1,0,54,0,0,0,0,0,0,0,0,0,1,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,0,0,0,0,0,17,0,0,0,0,15,1,0,0,0,15,0,0,19,1,0,111,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
0,11,0,0,6,0,20,17,3,1,0,0,9,2,1,0,0,10,0,0,32,4,5,4,7,0,21,0,11,0,5,26,0,16,1,1,4,1,9,12,3,182,17,5,27,3,0,1,10,1,0,0,0,0,1,0,0,4,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,TRUE
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42,0,0,0,0,0,43,0,0,0,0,41,0,0,0,0,41,0,0,44,1,0,45,0,0,0,0,0,0,0,0,0,1,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
0,0,0,0,0,0,2,8,0,0,1,0,8,1,1,1,1,10,0,0,11,0,6,1,1,0,9,0,0,0,5,22,0,11,1,2,1,0,21,5,2,114,10,16,21,1,0,0,10,1,0,0,0,0,1,0,0,1,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,TRUE
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39,0,0,0,0,0,40,0,0,0,0,38,1,0,0,0,38,1,0,43,1,0,46,0,0,0,0,0,0,0,0,0,1,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,38,0,0,0,0,0,39,0,0,0,0,37,1,0,0,0,37,3,0,44,1,0,43,0,0,0,0,0,0,0,0,0,1,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,41,0,0,0,0,0,42,0,0,0,0,40,0,0,0,0,40,0,0,43,1,0,46,0,0,0,0,0,0,0,0,0,1,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42,0,0,0,0,0,43,0,0,0,0,41,1,0,0,0,41,0,0,45,1,0,44,0,0,0,0,0,0,0,0,0,1,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,38,0,0,0,0,0,39,0,0,0,0,37,1,0,0,0,37,3,0,44,1,0,51,0,0,0,0,0,0,0,0,0,1,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42,0,0,0,0,0,43,0,0,0,0,41,0,0,0,0,41,0,0,44,1,0,47,0,0,0,0,0,0,0,0,0,1,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,0,0,0,0,0,28,0,0,0,0,26,1,0,0,0,26,2,0,32,1,0,33,0,0,0,0,0,0,0,0,0,1,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,0,0,0,0,0,28,0,0,0,0,26,1,0,0,0,26,5,0,35,1,0,33,0,0,0,0,0,0,0,0,0,1,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
0,0,0,0,0,0,2,7,0,0,0,0,0,1,1,0,1,0,0,0,2,2,8,0,0,0,0,0,15,0,7,1,3,0,1,0,0,0,9,1,4,45,10,6,0,0,0,0,1,1,0,2,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,TRUE
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35,0,0,0,0,0,36,0,0,0,0,34,1,0,0,0,34,1,0,39,1,0,42,0,0,0,0,0,0,0,0,0,1,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,49,0,0,0,0,0,50,0,0,0,0,48,1,0,0,0,48,0,0,53,1,0,54,0,0,0,0,0,0,0,0,0,1,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,TRUE
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28,0,0,0,0,0,29,0,0,0,0,27,1,0,0,0,27,5,0,36,1,0,34,0,0,0,0,0,0,0,0,0,1,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28,0,0,0,0,0,29,0,0,0,0,27,1,0,0,0,27,3,0,34,1,0,30,0,0,0,0,0,0,0,0,0,1,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
0,5,2,0,3,0,9,27,0,0,1,0,0,0,1,1,1,0,0,0,13,3,7,2,5,0,12,0,2,0,20,7,5,7,1,1,0,2,16,22,10,172,33,16,1,0,0,0,0,0,0,4,0,0,1,0,0,2,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,TRUE
0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,2,0,0,0,1,0,0,0,3,6,2,28,7,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,TRUE
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,41,0,0,0,0,39,1,0,0,0,39,3,0,46,1,0,48,0,0,0,0,0,0,0,0,0,1,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
0,0,0,0,0,0,1,7,0,0,1,0,8,1,1,1,1,9,0,0,10,0,0,1,1,0,8,0,2,0,4,23,0,6,1,2,1,0,11,3,2,97,10,12,20,1,0,0,10,1,0,0,0,0,1,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,TRUE
0,0,0,0,0,0,1,7,0,0,1,0,11,1,1,1,1,9,0,0,10,0,1,1,1,0,9,0,3,0,4,22,0,7,1,2,1,0,15,2,2,100,10,15,17,1,0,0,10,1,0,0,0,0,1,0,0,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,TRUE
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,73,1,0,0,0,73,2,0,79,1,0,83,0,0,0,0,0,0,0,0,0,1,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
0,0,0,0,0,0,2,9,0,0,1,0,8,1,1,1,1,10,0,0,11,0,5,1,1,0,10,0,12,0,6,22,0,10,1,4,1,0,20,1,3,111,11,16,20,1,0,1,10,1,0,0,0,0,1,0,0,1,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,TRUE
0,0,0,0,0,0,4,11,8,0,1,0,0,1,1,2,0,0,0,0,7,14,2,0,11,6,14,0,7,0,9,15,8,3,1,4,0,3,8,34,12,141,20,6,0,1,0,2,0,0,0,16,0,0,1,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,13,0,TRUE
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,66,1,0,0,0,66,4,0,74,1,0,71,0,0,0,0,0,0,0,0,0,1,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8,0,0,0,0,0,11,0,2,0,0,0,1,0,0,0,6,3,2,25,6,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,TRUE
0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,2,0,0,0,1,0,0,0,4,7,3,36,8,1,0,0,0,0,4,1,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,TRUE
0,2,2,1,5,0,1,5,1,0,0,0,0,0,1,0,0,0,0,0,1,4,0,1,1,2,2,0,0,0,4,1,2,1,1,0,1,0,3,10,4,45,7,2,0,1,0,0,0,0,0,3,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3,0,TRUE
0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,2,0,0,0,1,0,0,0,4,5,3,35,8,1,0,0,0,0,4,1,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,1,0,0,0,7,3,0,21,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,TRUE
0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,2,0,0,0,1,0,0,0,3,2,2,24,7,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,TRUE
0,0,0,0,0,0,1,4,0,0,0,0,0,1,1,0,0,0,0,0,1,1,6,0,0,0,4,0,10,0,4,0,0,0,1,1,0,0,7,1,3,36,6,2,5,0,0,0,1,1,0,1,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,TRUE
0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,2,0,0,0,1,0,0,0,4,5,3,34,8,1,0,0,0,0,4,1,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,TRUE
0,30,12,0,17,0,94,64,11,5,1,4,33,9,1,0,5,0,0,0,112,0,17,1,31,0,94,0,4,0,31,44,5,111,1,19,7,17,91,52,35,620,27,43,3,0,0,0,26,2,0,0,5,4,1,0,0,0,31,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,TRUE
0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,2,0,0,0,1,0,0,0,3,2,2,24,7,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,TRUE
0,0,0,0,0,0,15,18,3,0,8,0,0,3,1,0,0,0,0,0,30,0,5,0,2,0,5,0,0,0,12,30,0,7,1,5,2,2,14,12,5,150,23,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,TRUE
0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,6,0,0,1,0,0,8,0,2,0,0,0,1,0,0,0,4,11,3,41,8,1,0,0,0,0,4,1,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,TRUE
0,0,0,0,0,0,2,6,0,0,0,0,0,2,1,0,0,0,0,0,2,2,5,0,0,0,0,0,10,0,6,1,0,1,1,0,0,0,5,2,4,44,11,5,0,0,0,0,2,2,0,2,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,TRUE
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,77,1,0,0,0,77,3,0,84,1,0,78,0,0,0,0,0,0,0,0,0,1,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
0,5,2,0,3,0,9,27,0,0,1,0,0,0,1,1,1,0,0,0,13,3,7,2,5,0,12,0,2,0,20,7,5,7,1,1,0,2,16,9,10,159,33,16,1,0,0,0,0,0,0,4,0,0,1,0,0,2,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,TRUE
0,0,0,0,0,0,15,18,3,0,8,0,0,3,1,0,0,0,0,0,30,0,5,0,2,0,5,0,0,0,12,30,0,7,1,5,2,2,14,8,5,146,23,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,TRUE
0,5,2,0,3,0,9,27,0,0,1,0,0,0,1,1,1,0,0,0,13,3,7,2,5,0,12,0,2,0,20,7,5,7,1,1,0,2,16,9,10,159,33,16,1,0,0,0,0,0,0,4,0,0,1,0,0,2,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,TRUE
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,82,1,0,0,0,82,0,0,86,1,0,86,0,0,0,0,0,0,0,0,0,1,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,2,0,0,0,1,0,0,0,3,3,2,24,6,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,TRUE
0,10,0,0,6,0,20,17,3,1,0,0,8,1,1,0,0,10,0,0,29,4,5,4,7,0,22,0,10,0,5,20,0,16,1,1,4,1,9,11,3,169,16,5,26,3,0,1,10,1,0,0,0,0,1,0,0,4,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,TRUE
0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,2,0,0,0,1,0,0,0,3,5,2,26,6,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,TRUE
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,82,1,0,0,0,82,3,0,89,1,0,83,0,0,0,0,0,0,0,0,0,1,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
0,0,0,0,0,0,1,10,6,0,1,0,0,1,1,0,0,0,0,0,7,7,1,0,12,4,10,0,6,0,8,22,8,0,1,0,0,2,5,25,11,122,18,5,1,1,0,2,0,0,0,9,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,0,0,10,0,TRUE
0,0,0,0,0,0,3,8,0,0,3,0,0,10,1,0,0,0,0,0,14,1,0,1,0,2,2,0,1,0,6,19,0,13,1,5,2,0,4,20,4,153,34,9,2,4,0,0,3,1,0,7,0,0,1,0,0,1,11,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,7,0,TRUE
0,1,0,0,0,0,4,13,0,0,7,0,4,5,1,0,0,0,0,0,10,0,3,2,5,4,18,0,0,0,8,33,1,17,1,2,2,5,5,15,9,192,52,6,5,3,0,0,0,0,0,13,0,0,1,0,0,2,17,12,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,14,0,TRUE
0,4,2,0,3,0,9,23,0,0,1,0,0,0,1,1,1,0,0,0,12,3,7,1,4,0,10,0,0,0,18,5,4,6,1,1,0,1,15,11,8,135,27,12,1,0,0,0,0,0,0,3,0,0,1,0,0,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,TRUE
0,0,0,0,0,0,2,11,8,0,2,0,0,1,1,2,0,0,0,0,5,0,0,0,9,7,12,0,7,0,9,23,6,3,1,4,0,3,8,48,11,149,20,6,0,1,0,2,0,0,0,10,1,0,1,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,0,0,0,0,12,0,TRUE
0,0,0,0,0,0,5,10,7,0,1,0,0,1,1,2,0,0,0,0,9,12,2,0,9,5,14,0,8,0,9,17,5,4,1,4,0,2,11,30,11,140,18,6,0,1,0,2,0,0,0,14,0,0,1,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,13,0,TRUE
0,0,0,0,0,0,2,9,6,0,1,0,0,1,1,1,0,0,0,0,8,7,1,0,11,4,12,0,6,0,8,24,8,2,1,2,0,2,7,26,10,128,16,5,1,1,0,2,0,0,0,9,0,0,1,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,0,0,11,0,TRUE
0,0,0,0,0,0,4,12,8,0,1,0,0,1,1,2,0,0,0,0,7,12,2,0,11,6,14,0,7,0,10,16,8,3,1,4,0,3,8,35,13,148,22,6,0,1,0,2,0,0,0,14,0,0,1,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,5,0,0,0,0,14,0,TRUE
0,0,0,0,0,0,2,9,0,0,1,0,8,1,1,1,1,10,0,0,11,0,5,1,1,0,10,0,8,0,6,22,0,10,1,4,1,0,20,1,3,111,11,16,20,1,0,1,10,1,0,0,0,0,1,0,0,1,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,TRUE
0,4,2,0,3,0,9,23,0,0,1,0,0,0,1,1,1,0,0,0,12,3,7,1,4,0,10,0,0,0,18,5,4,6,1,1,0,1,15,11,8,135,27,12,1,0,0,0,0,0,0,3,0,0,1,0,0,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,TRUE
0,4,2,0,3,0,9,23,0,0,1,0,0,0,1,1,1,0,0,0,12,3,7,1,4,0,10,0,0,0,18,5,4,6,1,1,0,1,15,11,8,135,27,12,1,0,0,0,0,0,0,3,0,0,1,0,0,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,TRUE
0,0,0,0,0,0,15,18,3,0,8,0,0,3,1,0,0,0,0,0,30,0,5,0,2,0,12,0,0,0,12,37,0,14,1,5,2,2,14,13,5,165,23,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,TRUE
0,4,2,0,3,0,9,23,0,0,1,0,0,0,1,1,1,0,0,0,12,3,7,1,4,0,10,0,0,0,18,5,4,6,1,1,0,1,15,11,8,135,27,12,1,0,0,0,0,0,0,3,0,0,1,0,0,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,TRUE
0,5,2,0,3,0,8,26,0,0,1,0,0,0,1,2,0,0,0,0,12,3,6,2,5,0,13,0,2,0,19,8,6,7,1,1,0,2,15,12,10,156,31,14,2,0,0,0,0,0,0,4,0,0,1,0,0,2,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,0,TRUE
0,5,2,0,4,0,7,26,0,0,1,0,0,2,1,1,1,0,0,0,11,1,5,2,5,0,12,0,2,0,19,7,5,7,1,1,0,2,16,11,11,159,33,17,1,0,0,0,0,0,0,2,0,0,1,0,0,2,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,TRUE
0,5,2,0,3,0,9,27,0,0,1,0,0,0,1,1,1,0,0,0,13,3,7,2,5,1,12,0,2,0,20,7,5,7,1,1,0,2,16,14,10,167,33,16,1,0,0,0,0,0,0,4,0,0,1,0,0,2,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,TRUE
0,5,2,0,3,0,9,27,0,0,1,0,0,0,1,1,1,0,0,0,13,3,7,2,5,0,12,0,2,0,20,7,5,8,0,1,0,2,19,7,10,153,30,16,2,0,0,0,0,0,0,4,0,0,1,0,0,2,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,TRUE
0,5,2,0,3,0,9,27,0,0,1,0,0,0,1,1,1,0,0,0,13,3,7,2,5,0,12,0,2,0,20,7,5,8,1,1,0,2,19,7,10,154,30,16,2,0,0,0,0,0,0,4,0,0,1,0,0,2,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,TRUE
0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,5,3,0,0,1,0,0,0,2,7,3,47,11,9,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,TRUE
